Disruption ID,Date Issued,Start Date,Finish Date,Status,Closure,On Street,From Street,To Street,Impact,Duration,Details,Description,Activity Type,Traffic District,Infrastructure,point
990,"Oct 08, 2024","Oct 08, 2024","Nov 08, 2024",Current,153 Avenue and 97 Street Single Lane Closures,153 Avenue,97 Street,,Travel Delays,32 Days,Alternating single lane closures at the 153 Avenue and 97 Street intersection. Pedestrians to be maintained via alternate paths and / or by flaggers on site.,Shared Use Path Creation,Construction,Northeast,Road and Sidewalk,POINT (-113.491843146671 53.614045930014)
305,"Apr 29, 2024","Apr 29, 2024","Oct 31, 2024",Current,128 St Closure,128 Street NW,Stony Plain Road NW,106 Avenue NW,Total Closure,6 Months,128 St is closed on the north side of Stony Plain Road. Local acess Maintained from 106 Av. For more information please visit: https://marigoldinfra.ca/current-construction-notices/,WLRT Construction,Construction,Central,Road and Sidewalk,POINT (-113.542865828365 53.547766436427)
102,"Jan 31, 2024","Feb 13, 2024","Oct 31, 2024",Revised,102 Av EB closure,102 Avenue NW,108 Street NW,106 Street NW,Directional Closure,Long Term Project,"Starts Thurs, Feb 15th. 102 Av EB will be closed from 108 St to the lane East of 107 St.",West LRT Construction,Construction,Central,Sidewalk,POINT (-113.506585645494 53.543015698361)
415,"May 25, 2024","Jun 03, 2024","Oct 30, 2024",Revised,100 Ave Closure,100 Avenue NW,102 Street NW,103 Street NW,Total Closure,2.5 Months,100 Ave wbd closure on 100 Ave from 103 St to alley east of 103 St.  East crosswalk closure on 103 St - 100 Ave. Detour using other route.,Drainage Shaft Installation,Construction,Central,Road and Sidewalk,POINT (-113.495725444281 53.53889381805)
201,"Apr 04, 2024","Apr 13, 2024","Oct 25, 2024",Revised,Yellowhead Trail Lane Reductions,Yellowhead Trail NW,156 Street NW,St Albert Trail NW,Travel Delays,6 Months,"Starts April 13th, 2024. Yellowhead Tr will be reduced to 2 lanes each direction. The speed will be reduced to 50km/h.",YHT Conversion Project,Construction,Northwest,Road,POINT (-113.556916993673 53.581146389237)
287,"Apr 24, 2024","May 08, 2024","Oct 31, 2024",Revised,Eastbound Victoria Park Rd Right Lane Closure,Victoria Park Road,River Valley Road,116 Street NW,Travel Delays,6 Months,"Starting May 08, the eastbound right lane of Victoria Park Rd will be closed from River Valley Rd to 116 St to allow for an on-street shared pathway. The speed of eastbound Victoria Park Rd will be reduced to 40km/hr while the pathway is in place.",Victoria Park Rd Summer Street,Special Event,Central,Road,POINT (-113.521335807798 53.538852296813)
237,"Apr 15, 2024","Apr 29, 2024","Jul 31, 2025",Current,Reduced to Single Lane Each Direction,103A Avenue NW,97 Street NW,101 Street NW,Increased Travel Time,14 Months,"Starts Monday Apr 29/24 until July 31/25. Reduced to single lane in each direction & north sidewalk closures from 99 St-100 St. Alternating xwalk closures on 99 St-103A Ave int. 104 Ave, 99 St-100 St closed, access to CN Tower parkade maintained.",99 St LRT  Pedway Project,Construction,Central,Road and Sidewalk,POINT (-113.48723889205 53.54661818141)
906,"Sep 17, 2024","Jul 22, 2024","May 01, 2026",Current,Shared Use Path and Single Lane Closure on 76 Ave,76 Avenue NW,114 Street NW,115 Street NW,Travel Delays,2 Years,The North shared use path and Westbound travel lane will be closed for tower construction. A split will be used to maintain East/West movements on 76 Ave. Pedestrian and cyclist detours are in place.,Tower Construction,Construction,Central,Road and Sidewalk,POINT (-113.525818873605 53.512239232119)
12,"Apr 27, 2023","May 15, 2023","May 31, 2025",Revised,Parking Lane and Sidewalk Closed on NS Summit Dr,Summit Drive,142 Street NW,98 Avenue NW,Travel Delays,2 Year,Summit Dr will be reduced to one lane in each direction. The sidewalk on the North side will be closed form 142 St to approx 30m East.,Drainage Tunnel Shaft,Construction,Northwest,Road and Sidewalk,POINT (-113.559738692405 53.536648070105)
101,"Jan 31, 2024","Feb 13, 2024","Aug 01, 2025",Revised,107 Street WLRT closure,107 Street NW,102 Avenue NW,104 Avenue NW,Total Closure,Long Term Project,"107 Street, 103 Av - 104 Av SB will be closed permanantly. NB will be reduced to a single lane.107 St, 102 Av - 103 Av will be closed to all traffic except for Fire Hall Access. 103 Av at 107 St will be reduced to a single lane each way.",West LRT Construction,Construction,Central,Road and Sidewalk,POINT (-113.504747803127 53.543014392941)
19,"Jul 14, 2023","Jul 25, 2023","Feb 28, 2025",Current,106st Reduced to 1 Lane Per Direction,106 Street NW,40 Avenue NW,42 Avenue NW,Travel Delays,Long Term Drainage Project,Starts July 25th. 106st from 40ave to 42ave will be reduced to a single lane per direction due to a drainage shaft installation. Expect travel delays.,Drainage Shaft,Construction,Southwest,Road,POINT (-113.506164319957 53.475003716871)
755,"Aug 15, 2024","Aug 14, 2024","Oct 31, 2025",Revised,"Closed:105 Av, 109 St - 108 St",105 Avenue NW,109 Street NW,108 Street NW,Total Closure,14 Month,"105 Ave closed, 109 St - 108 St (ped/bike access maintained on the north side), West 108 St bike facility and sidewalk closed closed from 105 Ave to the Grant MacEwan access south of 105 Ave (ped/bike access maintained on the east side).",Hoarding,Construction,Central,Road,POINT (-113.508439444868 53.54825802795)
307,"Apr 29, 2024","Apr 29, 2024","Oct 31, 2024",Current,126 St Closure,126 Street NW,Stony Plain Road NW,105 Avenue NW,Total Closure,6 Months,"126 St, Stony Plain Rd - 105 Av is closed. For more information please visit: https://marigoldinfra.ca/current-construction-notices/",WLRT Construction,Construction,Central,Road and Sidewalk,POINT (-113.539446732371 53.547339745478)
220,"Apr 08, 2024","Apr 15, 2024","Oct 31, 2024",Current,Southbound 109 St Reduced to Two Lanes,109 Street NW,100 Avenue NW,99 Avenue NW,Travel Delays,6.5 Months,The southbound right lane of 109 St will be closed from south of 100 Ave to north of 99 Ave. A speed reduction to 40 km/hr will be in place for the duration of the lane closure.,Patio Boardwalk Space,Special Event,Central,Road,POINT (-113.508411860217 53.53883732231)
286,"Apr 24, 2024","May 06, 2024","Oct 31, 2024",Current,Summer Street,Saskatchewan Drive NW,109 Street NW,104 Street NW,Travel Delays,6 Months,Saskatchewan Dr between 109 St and 104 St will be reduced to one lane to accommodate a summer street.,Summer Street,Special Event,Central,Road,POINT (-113.497489822853 53.5233617416)
201,"Apr 04, 2024","Apr 13, 2024","Oct 25, 2024",Revised,Yellowhead Trail Lane Reductions,Yellowhead Trail NW,156 Street NW,St Albert Trail NW,Travel Delays,6 Months,"Starts April 13th, 2024. Yellowhead Tr will be reduced to 2 lanes each direction. The speed will be reduced to 50km/h.",YHT Conversion Project,Construction,Northwest,Road,POINT (-113.590876847219 53.579033097072)
3,"Jun 03, 2022","Apr 19, 2022","Apr 19, 2025",Current,87 Av Reduced to 1 Lane Each Way,87 Avenue NW,159 Street NW,182 Street NW,Travel Delays,3 Years,87 Av will be reduced to 1 lane in each direction in various phases from 159 St to 189 St. Use other routes.,LRT Construction,Construction,Northwest,Road,POINT (-113.596670302008 53.519401496788)
868,"Sep 09, 2024","Sep 19, 2024","Nov 29, 2024",Current,Southbound Left Turning Lane Closure,122 Street NW,62 Avenue NW,51 Avenue NW,Travel Delays,2 Months,Starts Sept 19th. 122 St SB left turning lane @ 51Ave will be closued full time due to a drainage repair. 122 St SB from 62 Ave - 51 Ave reduced daily to 1 lane during off-peak hours. Expect travel delays.,Drainage Repair,Construction,Southwest,Road,POINT (-113.541154980559 53.497743965066)
309,"Apr 30, 2024","May 07, 2024","Oct 31, 2024",Current,104 ST Summer Streets,104 Street NW,University Avenue NW,86 Avenue NW,Directional Closure,Six Months,104 ST northbound service lane closed to vehicle traffic between University AV - 86 AV. Detour using other routes.,Summer Streets,Construction,Central,Road,POINT (-113.497557489416 53.52182397138)
930,"Sep 23, 2024","Oct 09, 2024","Dec 21, 2024",Current,"EB 100 Ave Closed, 109 St - 107 St",100 Avenue,109 Street NW,107 Street NW,Directional Closure,2.5 Months,"Intermittent closures (8pm - 6am & 9am - 3:30pm): Eastbound 100 Ave, including the south sidewalk, will be closed between 109 St and 107 St. Additional delays on 107 St from north of to south of 100 Ave due to traffic splits to the east side.",Power Line Installation,Construction,Central,Road and Sidewalk,POINT (-113.508411860217 53.53883732231)
93,"Jan 29, 2024","Feb 07, 2024","Feb 28, 2025",Current,111 St SB reduced to a single lane,111 Street NW,34 Avenue NW,29A Avenue NW,Travel Delays,Long Term Project,"Starts Weds, February 7th @ 9am. 111st SB just north of 29 A Ave will be reduced to a single lane. SB to EB left turn will be banned. Expect travel delays.",Drainage Tunnel Shaft,Construction,Southwest,Road,POINT (-113.516343222702 53.465892070906)
719,"Aug 07, 2024","Aug 09, 2024","Dec 19, 2024",Current,106 St NW reduced to one lane NB,106 Street NW,Whitemud Drive NW,42 Avenue NW,Travel Delays,Long Term Drainage Project,"Starts August 9th @ 9am, 106 St NW from Whitemud Dr to 42 Ave will be reduced to a single lane going northbound. Lane reduction to be full time and long term. Expect travel delays.",Drainage Shaft,Construction,Southwest,Road,POINT (-113.504335699134 53.481338296777)
688,"Jul 30, 2024","Sep 03, 2024","Dec 08, 2024",Revised,170 St Reduced to 1 Lane Each Way,170 Street NW,64 Avenue NW,69 Avenue NW,Travel Delays,3 Months,170 St will be reduced to 1 lane in each direction from 64 Av to 69 Av. Use other routes.,Drainage Shaft Construction,Construction,Northwest,Road,POINT (-113.615617495745 53.500398409789)
993,"Oct 08, 2024","Oct 16, 2024","Nov 22, 2024",Current,"199 St, South of 69 Avenue - Total Closure",199 Street NW,69 Avenue NW,,Total Closure,5 Weeks (24/7),"199 St will be totally closed to vehicle traffic South of 69 Ave between 6315 199 St and East of 1585 Glastonbury Blvd for Drainage Install from 9am Wednesday, Oct 16th to Friday, Nov 22nd. Please use other routes.",Drainage Install,Construction,Northwest,Road,POINT (-113.664493150622 53.502451810843)
93,"Jan 29, 2024","Feb 07, 2024","Feb 28, 2025",Current,111 St SB reduced to a single lane,111 Street NW,34 Avenue NW,29A Avenue NW,Travel Delays,Long Term Project,"Starts Weds, February 7th @ 9am. 111st SB just north of 29 A Ave will be reduced to a single lane. SB to EB left turn will be banned. Expect travel delays.",Drainage Tunnel Shaft,Construction,Southwest,Road,POINT (-113.515995698891 53.46125785604)
598,"Jul 05, 2024","Jul 15, 2024","Oct 31, 2024",Revised,Crossovers on Ellerslie Rd SW @ 75 St,Ellerslie Road Eastbound SW,Edwards Drive SW,70 Street SW,Travel Delays,3 months,"From July 15th - September 20th, there will be single lane closures and crossovers implemented on Ellerslie Rd, Edwards Dr - 70 St. Extended to Oct 31",Drainage Installation,Construction,Southeast,Road,POINT (-113.446604181424 53.424817203309)
16,"Jun 20, 2023","Jun 16, 2023","Feb 28, 2025",Current,106 St Reduced to 1 Lane Per Direction,106 Street NW,36A Avenue NW,38 Avenue NW,Travel Delays,Long Term Drainage Project,106 St from 36A ave - 38 ave will be reduced to a single lane per direction due to a drainage shaft installation. Expect travel delays.,Drainage Shaft,Construction,Southwest,Road,POINT (-113.504154197144 53.471212126878)
286,"Apr 24, 2024","May 06, 2024","Oct 31, 2024",Current,Summer Street,Saskatchewan Drive NW,109 Street NW,104 Street NW,Travel Delays,6 Months,Saskatchewan Dr between 109 St and 104 St will be reduced to one lane to accommodate a summer street.,Summer Street,Special Event,Central,Road,POINT (-113.511858383266 53.524081346504)
11,"Apr 24, 2023","Apr 24, 2023","Oct 31, 2024",Current,Single Lane Closures,34 Street NW,Whitemud Drive NW,64 Avenue NW,Travel Delays,18 Months,Roper Rd NW Closure btw 36 Street NW and 34 Street NW. Follow detour signs. Occasional two way flagging operations expected during off-peak hours only. All speed reduced accordingly. Expect travel delays. **Extended Oct31**,Road Construction,Construction,Southeast,Road,POINT (-113.393824349973 53.501210358159)
701,"Jul 31, 2024","Jul 31, 2024","Oct 31, 2024",Current,89 Av Closure,89 Avenue NW,Meadowlark Road NW,160 Street NW,Total Closure,3 Months,Total closure of 89 Avenue at Meadowlark Road NW. For more information visit https://marigoldinfra.ca/current-construction-notices/,WLRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.593598862826 53.5226464544)
12,"Apr 27, 2023","May 15, 2023","May 31, 2025",Revised,Parking Lane and Sidewalk Closed on NS Summit Dr,Summit Drive,142 Street NW,98 Avenue NW,Travel Delays,2 Year,Summit Dr will be reduced to one lane in each direction. The sidewalk on the North side will be closed form 142 St to approx 30m East.,Drainage Tunnel Shaft,Construction,Northwest,Road and Sidewalk,POINT (-113.565516844334 53.537641697105)
973,"Oct 03, 2024","Oct 09, 2024","Oct 30, 2024",Current,34 Avenue Delays,34 Avenue NW,50 Street NW,58 Street NW,Travel Delays,3 Weeks,34 Av will be reduced to a single lane in each direction between 50 - 58 street,Water Main Inspection,Construction,Southeast,Road,POINT (-113.420348362791 53.465050304205)
688,"Jul 30, 2024","Sep 03, 2024","Dec 08, 2024",Revised,170 St Reduced to 1 Lane Each Way,170 Street NW,64 Avenue NW,69 Avenue NW,Travel Delays,3 Months,170 St will be reduced to 1 lane in each direction from 64 Av to 69 Av. Use other routes.,Drainage Shaft Construction,Construction,Northwest,Road,POINT (-113.615547088902 53.504604115497)
14,"May 24, 2023","Jun 01, 2023","Feb 28, 2025",Current,111 St NB Lane Closure,111 Street NW,29A Avenue NW,34 Avenue NW,Travel Delays,Long Term Drainage Project,"Starts Thurs, June 1st at 9am. 111 St NB at 29A Av will  be reduced to a single lane. The WB 29A Av to NB 111 St Right turn bay will be closed with Right turns banned on red lights. The East crosswalk will be closed with a pedestrian detour in place.",Drainage Shaft,Construction,Southwest,Road and Sidewalk,POINT (-113.515995698891 53.46125785604)
237,"Apr 15, 2024","Apr 29, 2024","Jul 31, 2025",Current,Reduced to Single Lane Each Direction,103A Avenue NW,97 Street NW,101 Street NW,Increased Travel Time,14 Months,"Starts Monday Apr 29/24 until July 31/25. Reduced to single lane in each direction & north sidewalk closures from 99 St-100 St. Alternating xwalk closures on 99 St-103A Ave int. 104 Ave, 99 St-100 St closed, access to CN Tower parkade maintained.",99 St LRT  Pedway Project,Construction,Central,Road and Sidewalk,POINT (-113.493728839773 53.546153458577)
31,"Nov 08, 2023","Nov 14, 2023","Feb 28, 2025",Current,45ave Travel Delays,45 Avenue NW,106 Street NW,,Travel Delays,Long Term Drainage Project,45ave will be reduced to a single travel lane in front of L.Y Cairns School just east of 106st. Expect travel delays.,Drainage Shaft,Construction,Southwest,Road,POINT (-113.504323507547 53.483106413026)
19,"Jul 14, 2023","Jul 25, 2023","Feb 28, 2025",Current,106st Reduced to 1 Lane Per Direction,106 Street NW,40 Avenue NW,42 Avenue NW,Travel Delays,Long Term Drainage Project,Starts July 25th. 106st from 40ave to 42ave will be reduced to a single lane per direction due to a drainage shaft installation. Expect travel delays.,Drainage Shaft,Construction,Southwest,Road,POINT (-113.504239149971 53.478807162937)
551,"Jun 24, 2024","Jun 21, 2024","Oct 31, 2024",Current,154 St Closure,Stony Plain Road NW,154 Street NW,100 Avenue NW,Total Closure,4 months,Total closure of 154 St on the South Side of  Stony Plain Rd. For more information visit https://marigoldinfra.ca/current-construction-notices/,WLRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.670112759381 53.540987747916)
928,"Sep 23, 2024","Sep 23, 2024","Oct 31, 2024",Current,"Groat Rd (Service Rd), 111 Av-112 Av Total Closure",Groat Road NW,111 Avenue NW,112 Avenue NW,Total Closure,6 Weeks (24/7),"Groat Rd (East Service Road) will be totally closed to vehicle traffic between 111 St and 112 Ave for Water Valve Repair Replace from 9am Monday, Sept 23rd to Oct 31st. Please use other routes.",Water Valve Repair Replace,Construction,Northwest,Road,POINT (-113.551421967252 53.558913825486)
27,"Oct 27, 2023","Oct 27, 2023","Oct 31, 2026",Current,Truck Ban NB 178 St Bridge over Whitemud Dr,178 Street NW,Whitemud Drive,,Directional Closure,3 Years,Trucks will be banned on NB 178 St Bridge over Whitemud Dr. Trucks will need to use the NB 170 St Bridge.,Bridge pier repair,Construction,Northwest,Road,POINT (-113.629940811782 53.51212071588)
355,"May 10, 2024","May 25, 2024","Nov 09, 2024",Revised,Stadium Rd Closure,Stadium Road NW,107A Avenue NW,112 Avenue NW,Total Closure,See details,"Expect travel delays on a) 95 St, 106 -115 Av b) 112 Av, 82 - 95 St, c) 107A Av, 92-97 St and d) 86 St, 112 Av - Fort RdMay 25 | June 8, 14 | July 14, 28 | Aug 11, 23, 25, 31| Sept 7, 21 | Oct 5, 25 | Nov 2, 9.",Commonwealth Stadium Events,Special Event,Central,Road,POINT (-113.473261588705 53.561020895122)
6,"Jan 17, 2022","Jul 27, 2021","Dec 31, 2024",Current,87 Ave West LRT Construction,87 Avenue NW,170 Street NW,175 Street NW,Travel Delays,3 Years,The right lane of WB 87 Ave will remain closed from 170 St - 175 St for the West LRT construction project. There will be various impacts to sidewalks and mall accesses as work progresses. Additional lane closures will follow with separate or revised TDNs.,West LRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.615385533875 53.519547382127)
784,"Aug 21, 2024","Aug 26, 2024","Oct 31, 2024",Current,Single Lane and Sidewalk Closures,23 Avenue NW,111 Street NW,119 Street NW,Travel Delays,2 Months,Sidewalk closed on the N/S of 23ave.  Pedestrians detoured to the S/S of 23ave. 23ave WB will be reduced to a single lane WB daily from 7am - 3:30pm. 23ave EB from 119st - 118st will be reduced to 2 lanes full time for pedestrians. Expect delays.,Sidewalk Construction,Construction,Southwest,Road,POINT (-113.516382345588 53.453913402392)
10,"Apr 24, 2023","May 01, 2023","Oct 31, 2024",Current,106 St Lane Closure,106 Street NW,34 Avenue NW,35 Avenue NW,Travel Delays,Long Term Project,"Starts Mon, May 1st at 9am. 106 St NB, 34 Av - 35 Av will be reduced to a single lane. The 34 Av WB to 106 St NB Right turn bay will be closed. The North East corner will be closed to pedestrians with detours and temporary crosswalks installed.",Drainiage Shaft,Construction,Southwest,Road and Sidewalk,POINT (-113.504078367552 53.467664733038)
3,"Jun 03, 2022","Apr 19, 2022","Apr 19, 2025",Current,87 Av Reduced to 1 Lane Each Way,87 Avenue NW,159 Street NW,182 Street NW,Travel Delays,3 Years,87 Av will be reduced to 1 lane in each direction in various phases from 159 St to 189 St. Use other routes.,LRT Construction,Construction,Northwest,Road,POINT (-113.637149753182 53.521606231767)
979,"Oct 04, 2024","Oct 04, 2024","Oct 28, 2024",Current,127 St Northbound Single Lane Closure,127 Street NW,148 Avenue NW,152 Avenue NW,Travel Delays,1 Month,Northbound 127 St from 148 Ave - 152 Ave is reduced to a signle lane. The east sidewalk is closed and a pedesrtian detour in place. Please use other routes.,Road Construction,Construction,Northeast,Road and Sidewalk,POINT (-113.541232585498 53.615346791369)
14,"May 24, 2023","Jun 01, 2023","Feb 28, 2025",Current,111 St NB Lane Closure,111 Street NW,29A Avenue NW,34 Avenue NW,Travel Delays,Long Term Drainage Project,"Starts Thurs, June 1st at 9am. 111 St NB at 29A Av will  be reduced to a single lane. The WB 29A Av to NB 111 St Right turn bay will be closed with Right turns banned on red lights. The East crosswalk will be closed with a pedestrian detour in place.",Drainage Shaft,Construction,Southwest,Road and Sidewalk,POINT (-113.516343222702 53.465892070906)
358,"May 14, 2024","May 14, 2024","May 31, 2025",Current,Southbound Sidewalk Closure on Low Level Bridge,Connors Road NW,98 Avenue NW,McDougall Hill Rd NW,Total Closure,,Southbound pedestrian sidewalk closed on Low Level Br due to emergency repairs. Pedestrians must detour using the northbound sidewalk.,Bridge Repair,Construction,Central,Sidewalk,POINT (-113.481513372997 53.536860805785)
28,"Oct 30, 2023","Nov 01, 2023","Nov 01, 2024",Current,116 Street Lane Reductions,116 Street NW,105 Avenue NW,103A Avenue NW,Travel Delays,1 Year,"Starts Wed, Nov 1st at 9am. 116 St will be reduced to a single lane each way from 103A Av to the Unity Square access north of 104 Av. Left turns will be maintained.",West LRT Construction,Construction,Central,Road,POINT (-113.521307578377 53.548258175569)
784,"Aug 21, 2024","Aug 26, 2024","Oct 31, 2024",Current,Single Lane and Sidewalk Closures,23 Avenue NW,111 Street NW,119 Street NW,Travel Delays,2 Months,Sidewalk closed on the N/S of 23ave.  Pedestrians detoured to the S/S of 23ave. 23ave WB will be reduced to a single lane WB daily from 7am - 3:30pm. 23ave EB from 119st - 118st will be reduced to 2 lanes full time for pedestrians. Expect delays.,Sidewalk Construction,Construction,Southwest,Road,POINT (-113.534087004891 53.453995200205)
518,"Jun 18, 2024","Jun 19, 2024","Oct 25, 2024",Revised,Yellowhead Trail Rehab,Yellowhead Trail NW,107 Street NW,66 Street NW,Travel Delays,3 Months,"On June 19, Yellowhead Tr from 107 St to 67 St (Eastbound) and from 68 St to 97 St (Westbound) reduced to 2 lanes each way for Yellowhead Trail Freeway Conversion work. YHT may be reduced to a single lane nightly from 10pm - 6am Mon - Fri.",Yellowhead Tr Lane Reductions,Construction,Northeast,Road,POINT (-113.442852688391 53.578278403778)
1016,"Oct 11, 2024","Sep 13, 2024","Dec 13, 2024",Current,Yellowhead Tr Inside Lane Closures Under 97 St,Yellowhead Trail,97 Street NW,107 Street NW,Travel Delays,Three Months,Inside lane closures of Yellowhead Trail under 97 Street. Speed reduction to 50km/h.,YHT Rehab,Construction,Northeast,Road,POINT (-113.505475632439 53.581336959826)
997,"Oct 09, 2024","Oct 16, 2024","Nov 07, 2024",Revised,"Traffic Split on 127 St SW, Ellerslie Rd - 15 Ave",127 Street SW,Ellerslie Road SW,15 Avenue SW,Travel Delays,23 Days,"From October 16th - November 7th, there will be a traffic split on 127 St SW south of Ellerslie Rd. Single lane closure southbound on 127 St north of Ellerslie Rd. Northbound 127 St will be reduced to one lane south of Ellerslie Rd.",Integrity Dig,Construction,Southwest,Road,POINT (-113.540957309289 53.424799161549)
22,"Sep 07, 2023","Sep 11, 2023","Dec 31, 2025",Revised,YHT/127 St Lane Reductions,Yellowhead Trail NW,127 Street NW,,Increased Travel Time,Long Term Project,"Starts Mon, Sept 11th. Yellowhead Trail and 127 St will be reduced to two lanes in all four directions. Starting Sun, Nov 12th,  EB YHT  to NB 127 St Left turns will be banned.Starting Sat, Nov 25th, SB 127 St to EB YHT Left turns will be banned.",YHT Freeway Conversion,Construction,Northeast,Road,POINT (-113.54124322478 53.580705089804)
704,"Jul 31, 2024","Aug 13, 2024","Oct 31, 2024",Current,149 St Lane Reductions,149 Street NW,Summit Drive NW,102 Avenue NW,Travel Delays,2.5 months,"149 St, Summit Dr - 102 Av will be reduced to a single lane in each direction. All turning movements will be maintained at Stony Plain Road. For more information visit https://marigoldinfra.ca/current-construction-notices/",WLRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.577942674606 53.541231577464)
678,"Jul 29, 2024","Jul 29, 2024","Nov 08, 2024",Current,Reduced to single lane,103A Street SW,Ellerslie Road SW,30 Avenue SW,Major Delays,,"103A St SW, from Ellerslie Rd to 30 Ave SW will be split to the west, reduced to a single lane each direction.",Water Repair,Construction,Southwest,Road,POINT (-113.496050930407 53.424813689612)
271,"Apr 23, 2024","Apr 29, 2024","Nov 30, 2024",Revised,Stony Plain Rd Closure,Stony Plain Road NW,139 Street NW,Connaught Drive NW,Total Closure,7 Months,Starts April 29th. Stony Plain Road from 139 St - Connaught Dr will be closed for LRT Construction. For more information please visit https://marigoldinfra.ca/current-construction-notices/,WLRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.561369862065 53.543604267429)
6,"Jan 17, 2022","Jul 27, 2021","Dec 31, 2024",Current,87 Ave West LRT Construction,87 Avenue NW,170 Street NW,175 Street NW,Travel Delays,3 Years,The right lane of WB 87 Ave will remain closed from 170 St - 175 St for the West LRT construction project. There will be various impacts to sidewalks and mall accesses as work progresses. Additional lane closures will follow with separate or revised TDNs.,West LRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.62371670908 53.52030492784)
24,"Sep 19, 2023","Oct 02, 2023","Mar 03, 2025",Current,106st reduced to one lane SB,106 Street NW,Whitemud Drive NW,42 Avenue NW,Travel Delays,Long Term Drainage Project,Starts Oct 2nd @ 9am. 106st from Whitemud Dr to 42ave will be reduced to a single lane going southbound. Lane reduction to be full time and long term. Bike and vehicle traffic to share SB travel lane. Speed reduced accordingly. Expect travel delays.,Drainage Shaft,Construction,Southwest,Road,POINT (-113.504335699134 53.481338296777)
30,"Oct 31, 2023","Oct 30, 2023","Oct 31, 2024",Current,106 st reduced to one lane per direction,106 Street NW,Whitemud Drive NW,47 Avenue NW,Travel Delays,Long Term Drainage Project,106st from Whitemud Dr to 47ave will be reduced to a single lane in both directions. Southbound left turning movement will be ban at 106st & 45ave intersection. Bike and vehicle traffic to share travel lanes. Speed reduced accordingly. Expect delays.,Drainage Shaft,Construction,Southwest,Road,POINT (-113.504335699134 53.481338296777)
865,"Sep 09, 2024","Sep 16, 2024","Nov 05, 2024",Current,97 St/118 Ave Intersection Utility Repair,97 Street NW,118 Avenue NW,,Travel Delays,Two Months,NB 97 St will be reduced to one lane South of 117 Ave and two lanes through the 118 Ave intersection with no Northbound left turn onto 118 Ave WB. SB 97 Street will be reduced to one lane with left turns maintained. This is phase 1 of 4,Utility Repair,Construction,Central,Road,POINT (-113.49203430164 53.570389682373)
518,"Jun 18, 2024","Jun 19, 2024","Oct 25, 2024",Revised,Yellowhead Trail Rehab,Yellowhead Trail NW,107 Street NW,66 Street NW,Travel Delays,3 Months,"On June 19, Yellowhead Tr from 107 St to 67 St (Eastbound) and from 68 St to 97 St (Westbound) reduced to 2 lanes each way for Yellowhead Trail Freeway Conversion work. YHT may be reduced to a single lane nightly from 10pm - 6am Mon - Fri.",Yellowhead Tr Lane Reductions,Construction,Northeast,Road,POINT (-113.505475632439 53.581336959826)
868,"Sep 09, 2024","Sep 19, 2024","Nov 29, 2024",Current,Southbound Left Turning Lane Closure,122 Street NW,62 Avenue NW,51 Avenue NW,Travel Delays,2 Months,Starts Sept 19th. 122 St SB left turning lane @ 51Ave will be closued full time due to a drainage repair. 122 St SB from 62 Ave - 51 Ave reduced daily to 1 lane during off-peak hours. Expect travel delays.,Drainage Repair,Construction,Southwest,Road,POINT (-113.541053361425 53.488360752214)
18,"Jul 14, 2023","Jul 13, 2023","Feb 28, 2025",Current,36A Ave Westbound Closure,36A Avenue NW,106 Street NW,105B Street NW,Directional Closure,Long Term Drainage Project,Starts Oct 7th. 36a ave from 106 st to 105B st will be closed to westbound traffic only due to a drainage shaft installation. Temporary pedestrian detour in place. Use other routes.,Drainage Shaft,Construction,Southwest,Road and Sidewalk,POINT (-113.504154197144 53.471212126878)
997,"Oct 09, 2024","Oct 16, 2024","Nov 07, 2024",Revised,"Traffic Split on 127 St SW, Ellerslie Rd - 15 Ave",127 Street SW,Ellerslie Road SW,15 Avenue SW,Travel Delays,23 Days,"From October 16th - November 7th, there will be a traffic split on 127 St SW south of Ellerslie Rd. Single lane closure southbound on 127 St north of Ellerslie Rd. Northbound 127 St will be reduced to one lane south of Ellerslie Rd.",Integrity Dig,Construction,Southwest,Road,POINT (-113.540970047485 53.419183128925)
598,"Jul 05, 2024","Jul 15, 2024","Oct 31, 2024",Revised,Crossovers on Ellerslie Rd SW @ 75 St,Ellerslie Road Eastbound SW,Edwards Drive SW,70 Street SW,Travel Delays,3 months,"From July 15th - September 20th, there will be single lane closures and crossovers implemented on Ellerslie Rd, Edwards Dr - 70 St. Extended to Oct 31",Drainage Installation,Construction,Southeast,Road,POINT (-113.455290638714 53.424834703206)
271,"Apr 23, 2024","Apr 29, 2024","Nov 30, 2024",Revised,Stony Plain Rd Closure,Stony Plain Road NW,139 Street NW,Connaught Drive NW,Total Closure,7 Months,Starts April 29th. Stony Plain Road from 139 St - Connaught Dr will be closed for LRT Construction. For more information please visit https://marigoldinfra.ca/current-construction-notices/,WLRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.546581852362 53.547708592436)
